row_id,date,country,store,product,num_sold
35095,2019-01-02,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,183
35096,2019-01-02,France,KaggleMart,Kaggle Advanced Techniques,408
35097,2019-01-02,France,KaggleMart,Kaggle Getting Started,328
35098,2019-01-02,France,KaggleMart,Kaggle Recipe Book,268
35099,2019-01-02,France,KaggleMart,Kaggle for Kids: One Smart Goose,443
35100,2019-01-02,France,KaggleRama,Kaggle Advanced Techniques,146
35101,2019-01-02,France,KaggleRama,Kaggle Getting Started,115
35102,2019-01-02,France,KaggleRama,Kaggle Recipe Book,98
35103,2019-01-02,France,KaggleRama,Kaggle for Kids: One Smart Goose,146
35104,2019-01-02,Germany,KaggleMart,Kaggle Advanced Techniques,537
35105,2019-01-02,Germany,KaggleMart,Kaggle Getting Started,395
35106,2019-01-02,Germany,KaggleMart,Kaggle Recipe Book,329
35107,2019-01-02,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,483
35108,2019-01-02,Germany,KaggleRama,Kaggle Advanced Techniques,175
35109,2019-01-02,Germany,KaggleRama,Kaggle Getting Started,138
35110,2019-01-02,Germany,KaggleRama,Kaggle Recipe Book,117
35111,2019-01-02,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,193
35112,2019-01-02,Italy,KaggleMart,Kaggle Advanced Techniques,350
35113,2019-01-02,Italy,KaggleMart,Kaggle Getting Started,277
35114,2019-01-02,Italy,KaggleMart,Kaggle Recipe Book,242
35115,2019-01-02,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,375
35116,2019-01-02,Italy,KaggleRama,Kaggle Advanced Techniques,129
35117,2019-01-02,Italy,KaggleRama,Kaggle Getting Started,101
35118,2019-01-02,Italy,KaggleRama,Kaggle Recipe Book,87
35119,2019-01-02,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,134
35120,2019-01-02,Poland,KaggleMart,Kaggle Advanced Techniques,165
35121,2019-01-02,Poland,KaggleMart,Kaggle Getting Started,138
35122,2019-01-02,Poland,KaggleMart,Kaggle Recipe Book,111
35123,2019-01-02,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,174
35124,2019-01-02,Poland,KaggleRama,Kaggle Advanced Techniques,65
35125,2019-01-02,Poland,KaggleRama,Kaggle Getting Started,47
35126,2019-01-02,Poland,KaggleRama,Kaggle Recipe Book,42
35127,2019-01-02,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,59
35128,2019-01-02,Spain,KaggleMart,Kaggle Advanced Techniques,282
35129,2019-01-02,Spain,KaggleMart,Kaggle Getting Started,234
35130,2019-01-02,Spain,KaggleMart,Kaggle Recipe Book,198
35131,2019-01-02,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,324
35132,2019-01-02,Spain,KaggleRama,Kaggle Advanced Techniques,100
35133,2019-01-02,Spain,KaggleRama,Kaggle Getting Started,82
35134,2019-01-02,Spain,KaggleRama,Kaggle Recipe Book,65
35135,2019-01-02,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,108
35136,2019-01-03,Belgium,KaggleMart,Kaggle Advanced Techniques,464
35137,2019-01-03,Belgium,KaggleMart,Kaggle Getting Started,376
35138,2019-01-03,Belgium,KaggleMart,Kaggle Recipe Book,301
35139,2019-01-03,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,496
35140,2019-01-03,Belgium,KaggleRama,Kaggle Advanced Techniques,157
35141,2019-01-03,Belgium,KaggleRama,Kaggle Getting Started,111
35142,2019-01-03,Belgium,KaggleRama,Kaggle Recipe Book,102
35143,2019-01-03,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,156
35144,2019-01-03,France,KaggleMart,Kaggle Advanced Techniques,396
35145,2019-01-03,France,KaggleMart,Kaggle Getting Started,344
35146,2019-01-03,France,KaggleMart,Kaggle Recipe Book,226
35147,2019-01-03,France,KaggleMart,Kaggle for Kids: One Smart Goose,377
35148,2019-01-03,France,KaggleRama,Kaggle Advanced Techniques,124
35149,2019-01-03,France,KaggleRama,Kaggle Getting Started,102
35150,2019-01-03,France,KaggleRama,Kaggle Recipe Book,88
35151,2019-01-03,France,KaggleRama,Kaggle for Kids: One Smart Goose,147
35152,2019-01-03,Germany,KaggleMart,Kaggle Advanced Techniques,426
35153,2019-01-03,Germany,KaggleMart,Kaggle Getting Started,378
35154,2019-01-03,Germany,KaggleMart,Kaggle Recipe Book,318
35155,2019-01-03,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,494
35156,2019-01-03,Germany,KaggleRama,Kaggle Advanced Techniques,159
35157,2019-01-03,Germany,KaggleRama,Kaggle Getting Started,131
35158,2019-01-03,Germany,KaggleRama,Kaggle Recipe Book,102
35159,2019-01-03,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,164
35160,2019-01-03,Italy,KaggleMart,Kaggle Advanced Techniques,320
35161,2019-01-03,Italy,KaggleMart,Kaggle Getting Started,260
35162,2019-01-03,Italy,KaggleMart,Kaggle Recipe Book,202
35163,2019-01-03,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,355
35164,2019-01-03,Italy,KaggleRama,Kaggle Advanced Techniques,119
35165,2019-01-03,Italy,KaggleRama,Kaggle Getting Started,91
35166,2019-01-03,Italy,KaggleRama,Kaggle Recipe Book,78
35167,2019-01-03,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,125
35168,2019-01-03,Poland,KaggleMart,Kaggle Advanced Techniques,145
35169,2019-01-03,Poland,KaggleMart,Kaggle Getting Started,120
35170,2019-01-03,Poland,KaggleMart,Kaggle Recipe Book,101
35171,2019-01-03,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,161
35172,2019-01-03,Poland,KaggleRama,Kaggle Advanced Techniques,58
35173,2019-01-03,Poland,KaggleRama,Kaggle Getting Started,43
35174,2019-01-03,Poland,KaggleRama,Kaggle Recipe Book,37
35175,2019-01-03,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,59
35176,2019-01-03,Spain,KaggleMart,Kaggle Advanced Techniques,284
35177,2019-01-03,Spain,KaggleMart,Kaggle Getting Started,221
35178,2019-01-03,Spain,KaggleMart,Kaggle Recipe Book,188
35179,2019-01-03,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,314
35180,2019-01-03,Spain,KaggleRama,Kaggle Advanced Techniques,95
35181,2019-01-03,Spain,KaggleRama,Kaggle Getting Started,80
35182,2019-01-03,Spain,KaggleRama,Kaggle Recipe Book,66
35183,2019-01-03,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,107
35184,2019-01-04,Belgium,KaggleMart,Kaggle Advanced Techniques,486
35185,2019-01-04,Belgium,KaggleMart,Kaggle Getting Started,347
35186,2019-01-04,Belgium,KaggleMart,Kaggle Recipe Book,297
35187,2019-01-04,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,494
35188,2019-01-04,Belgium,KaggleRama,Kaggle Advanced Techniques,167
35189,2019-01-04,Belgium,KaggleRama,Kaggle Getting Started,123
35190,2019-01-04,Belgium,KaggleRama,Kaggle Recipe Book,100
35191,2019-01-04,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,174
35192,2019-01-04,France,KaggleMart,Kaggle Advanced Techniques,407
35193,2019-01-04,France,KaggleMart,Kaggle Getting Started,326
35194,2019-01-04,France,KaggleMart,Kaggle Recipe Book,256
35195,2019-01-04,France,KaggleMart,Kaggle for Kids: One Smart Goose,399
35196,2019-01-04,France,KaggleRama,Kaggle Advanced Techniques,137
35197,2019-01-04,France,KaggleRama,Kaggle Getting Started,110
35198,2019-01-04,France,KaggleRama,Kaggle Recipe Book,92
35199,2019-01-04,France,KaggleRama,Kaggle for Kids: One Smart Goose,147
35200,2019-01-04,Germany,KaggleMart,Kaggle Advanced Techniques,468
35201,2019-01-04,Germany,KaggleMart,Kaggle Getting Started,353
35202,2019-01-04,Germany,KaggleMart,Kaggle Recipe Book,304
35203,2019-01-04,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,464
35204,2019-01-04,Germany,KaggleRama,Kaggle Advanced Techniques,166
35205,2019-01-04,Germany,KaggleRama,Kaggle Getting Started,131
35206,2019-01-04,Germany,KaggleRama,Kaggle Recipe Book,105
35207,2019-01-04,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,156
35208,2019-01-04,Italy,KaggleMart,Kaggle Advanced Techniques,342
35209,2019-01-04,Italy,KaggleMart,Kaggle Getting Started,255
35210,2019-01-04,Italy,KaggleMart,Kaggle Recipe Book,218
35211,2019-01-04,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,330
35212,2019-01-04,Italy,KaggleRama,Kaggle Advanced Techniques,104
35213,2019-01-04,Italy,KaggleRama,Kaggle Getting Started,87
35214,2019-01-04,Italy,KaggleRama,Kaggle Recipe Book,80
35215,2019-01-04,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,127
35216,2019-01-04,Poland,KaggleMart,Kaggle Advanced Techniques,166
35217,2019-01-04,Poland,KaggleMart,Kaggle Getting Started,124
35218,2019-01-04,Poland,KaggleMart,Kaggle Recipe Book,103
35219,2019-01-04,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,169
35220,2019-01-04,Poland,KaggleRama,Kaggle Advanced Techniques,52
35221,2019-01-04,Poland,KaggleRama,Kaggle Getting Started,46
35222,2019-01-04,Poland,KaggleRama,Kaggle Recipe Book,33
35223,2019-01-04,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,58
35224,2019-01-04,Spain,KaggleMart,Kaggle Advanced Techniques,299
35225,2019-01-04,Spain,KaggleMart,Kaggle Getting Started,223
35226,2019-01-04,Spain,KaggleMart,Kaggle Recipe Book,203
35227,2019-01-04,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,284
35228,2019-01-04,Spain,KaggleRama,Kaggle Advanced Techniques,99
35229,2019-01-04,Spain,KaggleRama,Kaggle Getting Started,70
35230,2019-01-04,Spain,KaggleRama,Kaggle Recipe Book,62
35231,2019-01-04,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,92
35232,2019-01-05,Belgium,KaggleMart,Kaggle Advanced Techniques,542
35233,2019-01-05,Belgium,KaggleMart,Kaggle Getting Started,374
35234,2019-01-05,Belgium,KaggleMart,Kaggle Recipe Book,312
35235,2019-01-05,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,561
35236,2019-01-05,Belgium,KaggleRama,Kaggle Advanced Techniques,184
35237,2019-01-05,Belgium,KaggleRama,Kaggle Getting Started,157
35238,2019-01-05,Belgium,KaggleRama,Kaggle Recipe Book,119
35239,2019-01-05,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,199
35240,2019-01-05,France,KaggleMart,Kaggle Advanced Techniques,451
35241,2019-01-05,France,KaggleMart,Kaggle Getting Started,365
35242,2019-01-05,France,KaggleMart,Kaggle Recipe Book,269
35243,2019-01-05,France,KaggleMart,Kaggle for Kids: One Smart Goose,460
35244,2019-01-05,France,KaggleRama,Kaggle Advanced Techniques,163
35245,2019-01-05,France,KaggleRama,Kaggle Getting Started,121
35246,2019-01-05,France,KaggleRama,Kaggle Recipe Book,92
35247,2019-01-05,France,KaggleRama,Kaggle for Kids: One Smart Goose,162
35248,2019-01-05,Germany,KaggleMart,Kaggle Advanced Techniques,558
35249,2019-01-05,Germany,KaggleMart,Kaggle Getting Started,374
35250,2019-01-05,Germany,KaggleMart,Kaggle Recipe Book,351
35251,2019-01-05,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,518
35252,2019-01-05,Germany,KaggleRama,Kaggle Advanced Techniques,181
35253,2019-01-05,Germany,KaggleRama,Kaggle Getting Started,146
35254,2019-01-05,Germany,KaggleRama,Kaggle Recipe Book,120
35255,2019-01-05,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,181
35256,2019-01-05,Italy,KaggleMart,Kaggle Advanced Techniques,379
35257,2019-01-05,Italy,KaggleMart,Kaggle Getting Started,302
35258,2019-01-05,Italy,KaggleMart,Kaggle Recipe Book,266
35259,2019-01-05,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,427
35260,2019-01-05,Italy,KaggleRama,Kaggle Advanced Techniques,123
35261,2019-01-05,Italy,KaggleRama,Kaggle Getting Started,107
35262,2019-01-05,Italy,KaggleRama,Kaggle Recipe Book,93
35263,2019-01-05,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,117
35264,2019-01-05,Poland,KaggleMart,Kaggle Advanced Techniques,163
35265,2019-01-05,Poland,KaggleMart,Kaggle Getting Started,123
35266,2019-01-05,Poland,KaggleMart,Kaggle Recipe Book,115
35267,2019-01-05,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,184
35268,2019-01-05,Poland,KaggleRama,Kaggle Advanced Techniques,62
35269,2019-01-05,Poland,KaggleRama,Kaggle Getting Started,46
35270,2019-01-05,Poland,KaggleRama,Kaggle Recipe Book,34
35271,2019-01-05,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,59
35272,2019-01-05,Spain,KaggleMart,Kaggle Advanced Techniques,312
35273,2019-01-05,Spain,KaggleMart,Kaggle Getting Started,254
35274,2019-01-05,Spain,KaggleMart,Kaggle Recipe Book,214
35275,2019-01-05,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,339
35276,2019-01-05,Spain,KaggleRama,Kaggle Advanced Techniques,104
35277,2019-01-05,Spain,KaggleRama,Kaggle Getting Started,88
35278,2019-01-05,Spain,KaggleRama,Kaggle Recipe Book,70
35279,2019-01-05,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,123
35280,2019-01-06,Belgium,KaggleMart,Kaggle Advanced Techniques,512
35281,2019-01-06,Belgium,KaggleMart,Kaggle Getting Started,400
35282,2019-01-06,Belgium,KaggleMart,Kaggle Recipe Book,336
35283,2019-01-06,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,546
35284,2019-01-06,Belgium,KaggleRama,Kaggle Advanced Techniques,190
35285,2019-01-06,Belgium,KaggleRama,Kaggle Getting Started,152
35286,2019-01-06,Belgium,KaggleRama,Kaggle Recipe Book,112
35287,2019-01-06,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,199
35288,2019-01-06,France,KaggleMart,Kaggle Advanced Techniques,467
35289,2019-01-06,France,KaggleMart,Kaggle Getting Started,363
35290,2019-01-06,France,KaggleMart,Kaggle Recipe Book,306
35291,2019-01-06,France,KaggleMart,Kaggle for Kids: One Smart Goose,455
35292,2019-01-06,France,KaggleRama,Kaggle Advanced Techniques,145
35293,2019-01-06,France,KaggleRama,Kaggle Getting Started,126
35294,2019-01-06,France,KaggleRama,Kaggle Recipe Book,106
35295,2019-01-06,France,KaggleRama,Kaggle for Kids: One Smart Goose,172
35296,2019-01-06,Germany,KaggleMart,Kaggle Advanced Techniques,547
35297,2019-01-06,Germany,KaggleMart,Kaggle Getting Started,426
35298,2019-01-06,Germany,KaggleMart,Kaggle Recipe Book,404
35299,2019-01-06,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,539
35300,2019-01-06,Germany,KaggleRama,Kaggle Advanced Techniques,178
35301,2019-01-06,Germany,KaggleRama,Kaggle Getting Started,157
35302,2019-01-06,Germany,KaggleRama,Kaggle Recipe Book,124
35303,2019-01-06,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,190
35304,2019-01-06,Italy,KaggleMart,Kaggle Advanced Techniques,397
35305,2019-01-06,Italy,KaggleMart,Kaggle Getting Started,305
35306,2019-01-06,Italy,KaggleMart,Kaggle Recipe Book,260
35307,2019-01-06,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,387
35308,2019-01-06,Italy,KaggleRama,Kaggle Advanced Techniques,142
35309,2019-01-06,Italy,KaggleRama,Kaggle Getting Started,111
35310,2019-01-06,Italy,KaggleRama,Kaggle Recipe Book,90
35311,2019-01-06,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,138
35312,2019-01-06,Poland,KaggleMart,Kaggle Advanced Techniques,178
35313,2019-01-06,Poland,KaggleMart,Kaggle Getting Started,158
35314,2019-01-06,Poland,KaggleMart,Kaggle Recipe Book,116
35315,2019-01-06,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,196
35316,2019-01-06,Poland,KaggleRama,Kaggle Advanced Techniques,67
35317,2019-01-06,Poland,KaggleRama,Kaggle Getting Started,50
35318,2019-01-06,Poland,KaggleRama,Kaggle Recipe Book,35
35319,2019-01-06,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,64
35320,2019-01-06,Spain,KaggleMart,Kaggle Advanced Techniques,372
35321,2019-01-06,Spain,KaggleMart,Kaggle Getting Started,261
35322,2019-01-06,Spain,KaggleMart,Kaggle Recipe Book,232
35323,2019-01-06,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,401
35324,2019-01-06,Spain,KaggleRama,Kaggle Advanced Techniques,122
35325,2019-01-06,Spain,KaggleRama,Kaggle Getting Started,84
35326,2019-01-06,Spain,KaggleRama,Kaggle Recipe Book,86
35327,2019-01-06,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,132
35328,2019-01-07,Belgium,KaggleMart,Kaggle Advanced Techniques,449
35329,2019-01-07,Belgium,KaggleMart,Kaggle Getting Started,328
35330,2019-01-07,Belgium,KaggleMart,Kaggle Recipe Book,293
35331,2019-01-07,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,474
35332,2019-01-07,Belgium,KaggleRama,Kaggle Advanced Techniques,163
35333,2019-01-07,Belgium,KaggleRama,Kaggle Getting Started,124
35334,2019-01-07,Belgium,KaggleRama,Kaggle Recipe Book,96
35335,2019-01-07,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,154
35336,2019-01-07,France,KaggleMart,Kaggle Advanced Techniques,377
35337,2019-01-07,France,KaggleMart,Kaggle Getting Started,271
35338,2019-01-07,France,KaggleMart,Kaggle Recipe Book,235
35339,2019-01-07,France,KaggleMart,Kaggle for Kids: One Smart Goose,382
35340,2019-01-07,France,KaggleRama,Kaggle Advanced Techniques,130
35341,2019-01-07,France,KaggleRama,Kaggle Getting Started,105
35342,2019-01-07,France,KaggleRama,Kaggle Recipe Book,92
35343,2019-01-07,France,KaggleRama,Kaggle for Kids: One Smart Goose,146
35344,2019-01-07,Germany,KaggleMart,Kaggle Advanced Techniques,470
35345,2019-01-07,Germany,KaggleMart,Kaggle Getting Started,357
35346,2019-01-07,Germany,KaggleMart,Kaggle Recipe Book,293
35347,2019-01-07,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,408
35348,2019-01-07,Germany,KaggleRama,Kaggle Advanced Techniques,141
35349,2019-01-07,Germany,KaggleRama,Kaggle Getting Started,113
35350,2019-01-07,Germany,KaggleRama,Kaggle Recipe Book,101
35351,2019-01-07,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,165
35352,2019-01-07,Italy,KaggleMart,Kaggle Advanced Techniques,342
35353,2019-01-07,Italy,KaggleMart,Kaggle Getting Started,281
35354,2019-01-07,Italy,KaggleMart,Kaggle Recipe Book,233
35355,2019-01-07,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,343
35356,2019-01-07,Italy,KaggleRama,Kaggle Advanced Techniques,122
35357,2019-01-07,Italy,KaggleRama,Kaggle Getting Started,93
35358,2019-01-07,Italy,KaggleRama,Kaggle Recipe Book,71
35359,2019-01-07,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,114
35360,2019-01-07,Poland,KaggleMart,Kaggle Advanced Techniques,152
35361,2019-01-07,Poland,KaggleMart,Kaggle Getting Started,104
35362,2019-01-07,Poland,KaggleMart,Kaggle Recipe Book,95
35363,2019-01-07,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,155
35364,2019-01-07,Poland,KaggleRama,Kaggle Advanced Techniques,55
35365,2019-01-07,Poland,KaggleRama,Kaggle Getting Started,41
35366,2019-01-07,Poland,KaggleRama,Kaggle Recipe Book,34
35367,2019-01-07,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,58
35368,2019-01-07,Spain,KaggleMart,Kaggle Advanced Techniques,275
35369,2019-01-07,Spain,KaggleMart,Kaggle Getting Started,229
35370,2019-01-07,Spain,KaggleMart,Kaggle Recipe Book,181
35371,2019-01-07,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,285
35372,2019-01-07,Spain,KaggleRama,Kaggle Advanced Techniques,94
35373,2019-01-07,Spain,KaggleRama,Kaggle Getting Started,75
35374,2019-01-07,Spain,KaggleRama,Kaggle Recipe Book,65
35375,2019-01-07,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,104
35376,2019-01-08,Belgium,KaggleMart,Kaggle Advanced Techniques,423
35377,2019-01-08,Belgium,KaggleMart,Kaggle Getting Started,324
35378,2019-01-08,Belgium,KaggleMart,Kaggle Recipe Book,258
35379,2019-01-08,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,416
35380,2019-01-08,Belgium,KaggleRama,Kaggle Advanced Techniques,149
35381,2019-01-08,Belgium,KaggleRama,Kaggle Getting Started,116
35382,2019-01-08,Belgium,KaggleRama,Kaggle Recipe Book,101
35383,2019-01-08,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,151
35384,2019-01-08,France,KaggleMart,Kaggle Advanced Techniques,349
35385,2019-01-08,France,KaggleMart,Kaggle Getting Started,275
35386,2019-01-08,France,KaggleMart,Kaggle Recipe Book,217
35387,2019-01-08,France,KaggleMart,Kaggle for Kids: One Smart Goose,369
35388,2019-01-08,France,KaggleRama,Kaggle Advanced Techniques,132
35389,2019-01-08,France,KaggleRama,Kaggle Getting Started,94
35390,2019-01-08,France,KaggleRama,Kaggle Recipe Book,86
35391,2019-01-08,France,KaggleRama,Kaggle for Kids: One Smart Goose,134
35392,2019-01-08,Germany,KaggleMart,Kaggle Advanced Techniques,416
35393,2019-01-08,Germany,KaggleMart,Kaggle Getting Started,348
35394,2019-01-08,Germany,KaggleMart,Kaggle Recipe Book,261
35395,2019-01-08,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,417
35396,2019-01-08,Germany,KaggleRama,Kaggle Advanced Techniques,159
35397,2019-01-08,Germany,KaggleRama,Kaggle Getting Started,115
35398,2019-01-08,Germany,KaggleRama,Kaggle Recipe Book,101
35399,2019-01-08,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,153
35400,2019-01-08,Italy,KaggleMart,Kaggle Advanced Techniques,313
35401,2019-01-08,Italy,KaggleMart,Kaggle Getting Started,233
35402,2019-01-08,Italy,KaggleMart,Kaggle Recipe Book,209
35403,2019-01-08,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,346
35404,2019-01-08,Italy,KaggleRama,Kaggle Advanced Techniques,109
35405,2019-01-08,Italy,KaggleRama,Kaggle Getting Started,92
35406,2019-01-08,Italy,KaggleRama,Kaggle Recipe Book,73
35407,2019-01-08,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,126
35408,2019-01-08,Poland,KaggleMart,Kaggle Advanced Techniques,153
35409,2019-01-08,Poland,KaggleMart,Kaggle Getting Started,110
35410,2019-01-08,Poland,KaggleMart,Kaggle Recipe Book,99
35411,2019-01-08,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,138
35412,2019-01-08,Poland,KaggleRama,Kaggle Advanced Techniques,52
35413,2019-01-08,Poland,KaggleRama,Kaggle Getting Started,41
35414,2019-01-08,Poland,KaggleRama,Kaggle Recipe Book,34
35415,2019-01-08,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,49
35416,2019-01-08,Spain,KaggleMart,Kaggle Advanced Techniques,272
35417,2019-01-08,Spain,KaggleMart,Kaggle Getting Started,228
35418,2019-01-08,Spain,KaggleMart,Kaggle Recipe Book,183
35419,2019-01-08,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,294
35420,2019-01-08,Spain,KaggleRama,Kaggle Advanced Techniques,100
